adult,backdrop_path,created_by,episode_run_time,first_air_date,genres,homepage,id,in_production,languages,last_air_date,last_episode_to_air,name,next_episode_to_air,networks,number_of_episodes,number_of_seasons,origin_country,original_language,original_name,overview,popularity,poster_path,production_companies,production_countries,seasons,spoken_languages,status,tagline,type,vote_average,vote_count
FALSE,,[],[60],1978-09-11,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",,62782,FALSE,['de'],1978-10-09,"{'id': 1067257, 'name': 'Episode 5', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '1978-10-09', 'episode_number': 5, 'episode_type': 'finale', 'production_code': '', 'runtime': 60, 'season_number': 1, 'show_id': 62782, 'still_path': None}",Die Kur,,"[{'id': 308, 'logo_path': '/nGl2dDGonksWY4fTzPPdkK3oNyq.png', 'name': 'Das Erste', 'origin_country': 'DE'}]",5,1,['DE'],de,Die Kur,,1.4631,,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]","[{'air_date': '1978-09-11', 'episode_count': 5, 'id': 67081, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Ended,,Scripted,0,0
FALSE,,"[{'id': 2394244, 'credit_id': '68f5efd1226dad2fb1691597', 'name': 'Ahmad Kaveri', 'original_name': 'Ahmad Kaveri', 'gender': 0, 'profile_path': '/8k9nz1fVq08kma4IrLFt254tRgE.jpg'}]",[],2025-07-19,"[{'id': 18, 'name': 'Drama'}]",,296472,TRUE,['fa'],2025-08-24,"{'id': 6614516, 'name': 'Episode 32', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2025-08-24', 'episode_number': 32, 'episode_type': 'standard', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 296472, 'still_path': None}",The Guest They Killed,,[],32,1,['IR'],fa,Mehman Koshi (2025),"It is an Iranian TV series directed by Ahmad Kavari, whose story is about the life of Muslim bin Aqeel and how he was martyred.",0.2219,/3obvDNYpwZqf4Q9NywA3lMq0Vbp.jpg,"[{'id': 127562, 'logo_path': '/mjaTiRHIe3rgcj9om0UzoRn04xH.png', 'name': 'I.R.I.B. Channel 1', 'origin_country': 'IR'}]","[{'iso_3166_1': 'IR', 'name': 'Iran'}]","[{'air_date': '2025-07-19', 'episode_count': 32, 'id': 466325, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Persian', 'iso_639_1': 'fa', 'name': 'فارسی'}]",Returning Series,,Scripted,0,0
FALSE,,[],[],2024-09-06,[],,263099,TRUE,[],2024-09-20,"{'id': 5581170, 'name': 'Episode 6', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2024-09-20', 'episode_number': 6, 'episode_type': 'standard', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 263099, 'still_path': None}",Valpedrømmen,,[],6,1,['NO'],no,Valpedrømmen,,0.0143,/vw93vtTOvFQN6jV0vyjT3vAhDJi.jpg,[],[],"[{'air_date': '2024-09-06', 'episode_count': 6, 'id': 408831, 'name': 'Season 1', 'overview': '', 'poster_path': '/vw93vtTOvFQN6jV0vyjT3vAhDJi.jpg', 'season_number': 1, 'vote_average': 0.0}]",[],Returning Series,,Scripted,0,0
FALSE,,"[{'id': 5392675, 'credit_id': '6809dd0c276bf64e41ab9531', 'name': '管文杰', 'original_name': '管文杰', 'gender': 0, 'profile_path': None}]",[],,[],,289774,TRUE,[],2025-04-04,"{'id': 6167729, 'name': 'Episode 1', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2025-04-04', 'episode_number': 1, 'episode_type': 'standard', 'production_code': '', 'runtime': None, 'season_number': 12, 'show_id': 289774, 'still_path': None}",期许之地,,[],1,1,['CN'],zh,期许之地,,0.7207,/wPqh6IbznnvuIGYJxYdpzgrL1B3.jpg,[],[],"[{'air_date': '2025-04-04', 'episode_count': 1, 'id': 453205, 'name': 'Season 12', 'overview': '', 'poster_path': None, 'season_number': 12, 'vote_average': 0.0}]",[],Returning Series,,Scripted,0,0
FALSE,/b4vOCpSYsUHraMuClxyDyqC8a0H.jpg,[],[],2020-03-06,[],,254843,TRUE,[],2020-04-03,"{'id': 5358160, 'name': 'Episode 6', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2020-04-03', 'episode_number': 6, 'episode_type': 'standard', 'production_code': '', 'runtime': 50, 'season_number': 1, 'show_id': 254843, 'still_path': None}",Incontri ravvicinati nel meraviglioso mondo degli animali,,[],6,1,['IT'],it,Incontri ravvicinati nel meraviglioso mondo degli animali,,0.0214,/mWAjhkhyM4Rjj17k0DPdQCcaJXn.jpg,[],[],"[{'air_date': '2020-03-06', 'episode_count': 6, 'id': 394587, 'name': 'Season 1', 'overview': '', 'poster_path': '/mWAjhkhyM4Rjj17k0DPdQCcaJXn.jpg', 'season_number': 1, 'vote_average': 0.0}]",[],Returning Series,,Scripted,0,0
FALSE,/abbXXQjF1LNDs4iRxmxmsEvjOsD.jpg,[],[90],2010-05-16,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://event.cts.com.tw/callinglove/,58840,FALSE,['zh'],2010-05-23,"{'id': 3196968, 'name': 'Episode 2', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2010-05-23', 'episode_number': 2, 'episode_type': 'standard', 'production_code': '', 'runtime': 90, 'season_number': 1, 'show_id': 58840, 'still_path': None}",Calling For Love,,"[{'id': 401, 'logo_path': '/vYmVFpUIzodAYpVyUzkW62n9Dz.png', 'name': 'CTS', 'origin_country': 'TW'}]",14,1,['TW'],zh,呼叫大明星,"Calling For Love is a 2010 Taiwanese drama starring Charlene Choi, Mike He, Chen Zhi Kai and Zhou Cai Shi. It was produced by Comic Ritz International Production with Chai Zhi Ping as producer and directed by Lin He Long.

The series was first broadcast in Taiwan on free-to-air Chinese Television System from May 16 to August 15, 2010 every Sunday at 22:00-23:00. On October 18 then ""Purple Rose"" aired after was not approved by the mainland side quasi broadcast license late, and eventually replaced by the ""Sweetheart"", ""starlight fairy"". May 16, 2010, broadcast on CTS.",4.0226,/cnKJXdP1JoKpwVYpbMBK9Tua7F2.jpg,[],"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]","[{'air_date': '2010-05-16', 'episode_count': 14, 'id': 63128, 'name': 'Season 1', 'overview': '', 'poster_path': '/gSwbkHZCHLAUlG1oGeNg7cvW7ZC.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Ended,,Scripted,0,0
FALSE,,[],[],2000-05-02,[],,223411,FALSE,['ja'],2002-11-26,"{'id': 4596175, 'name': 'Episode 7', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2002-11-26', 'episode_number': 7, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 223411, 'still_path': None}",臨床心理士,,"[{'id': 57, 'logo_path': '/uxaXSoT8K0S2NE5PWsBpHUl3GGU.png', 'name': 'Nippon TV', 'origin_country': 'JP'}]",7,1,['JP'],ja,臨床心理士,,3.0098,/mw2p6NdT8HjW7EQMzfqhCJEiM6M.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]","[{'air_date': '2000-05-02', 'episode_count': 7, 'id': 334710, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Ended,,Scripted,0,0
FALSE,/v1rc2oxLO7cgQUhCNb2PfH4nKI5.jpg,[],[],2024-04-05,"[{'id': 99, 'name': 'Documentary'}]",,290522,FALSE,['pt'],2024-04-05,"{'id': 6206757, 'name': 'Episode 1', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2024-04-05', 'episode_number': 1, 'episode_type': 'standard', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 290522, 'still_path': None}",Inexplicável América Latina: Especial Brasil,,[],1,1,['BR'],pt,Inexplicável América Latina: Especial Brasil,,0.0783,/iAVDC6pp13tnPabDgy2T9iaLPX2.jpg,[],[],"[{'air_date': '2024-04-05', 'episode_count': 1, 'id': 454684, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Ended,,Scripted,7,1
FALSE,,[],[],,[],,5805,FALSE,[],,,Angry Little Girls,,[],0,0,[],en,Angry Little Girls,,0,,[],[],[],[],Ended,,Scripted,1,1
FALSE,/7oylYTrSzawER9R72mAVvxBKqw7.jpg,[],[],2018-03-05,"[{'id': 99, 'name': 'Documentary'}, {'id': 10764, 'name': 'Reality'}]",https://www3.nhk.or.jp/nhkworld/en/ondemand/program/video/abctours/,209779,FALSE,"['en', 'ja']",2021-02-17,"{'id': 3942370, 'name': 'A Japanese Star Explores Pandemic Tokyo Part 2', 'overview': 'The music video for ""Won\'t Cry"" by Jay Chou with Mayday Ashin was set in Tokyo. In our second episode, we continue to visit locations used in the video with its star Miyoshi Ayaka and see how the coronavirus pandemic has affected the city. First, to upscale Ginza to see a vintage camera store and learn from a pro photographer. Next, to a sweets store that\'s launched a project helping local businesses during the pandemic. Finally, to Yanaka to meet a bamboo artisan and eat fermented foods.', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2021-02-17', 'episode_number': 2, 'episode_type': 'finale', 'production_code': '', 'runtime': 15, 'season_number': 4, 'show_id': 209779, 'still_path': '/4YsQPk188h75mdVqbQfOyUKKDiQ.jpg'}",A*B*C Tours,,"[{'id': 4570, 'logo_path': '/dnoNljXZQkHQubzaqME1mFRRBgJ.png', 'name': 'NHK WORLD-JAPAN', 'origin_country': 'JP'}]",14,4,['JP'],en,A*B*C Tours,"Thanks to their appearance in hit Asian films, locations throughout Japan are being thrust into the spotlight. We visit these new tourist hotspots with the stars of the films that made them famous, hearing the behind-the-scenes stories of those hit movies.",0.1086,/rFwrotOK76vStOZeoZ7gLYITqdu.jpg,"[{'id': 15505, 'logo_path': '/3MuBcEqLa5QRkZTpXBLzyk9zOmO.png', 'name': 'NHK', 'origin_country': 'JP'}]",[],"[{'air_date': '2018-03-05', 'episode_count': 6, 'id': 307833, 'name': 'Season 1', 'overview': '', 'poster_path': '/rFwrotOK76vStOZeoZ7gLYITqdu.jpg', 'season_number': 1, 'vote_average': 0.0}, {'air_date': '2019-03-13', 'episode_count': 4, 'id': 307836, 'name': 'Season 2', 'overview': '', 'poster_path': '/rFwrotOK76vStOZeoZ7gLYITqdu.jpg', 'season_number': 2, 'vote_average': 0.0}, {'air_date': '2020-02-19', 'episode_count': 2, 'id': 307837, 'name': 'Season 3', 'overview': '', 'poster_path': '/rFwrotOK76vStOZeoZ7gLYITqdu.jpg', 'season_number': 3, 'vote_average': 0.0}, {'air_date': '2021-02-10', 'episode_count': 2, 'id': 307838, 'name': 'Season 4', 'overview': '', 'poster_path': '/rFwrotOK76vStOZeoZ7gLYITqdu.jpg', 'season_number': 4, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Ended,,Reality,0,0
FALSE,,"[{'id': 2292162, 'credit_id': '67f9034dd3ab7d7a8bad93ba', 'name': 'Elena Crevello', 'original_name': 'Elena Crevello', 'gender': 0, 'profile_path': None}]",[],,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,288755,TRUE,['en'],,,Climax,,[],1,1,"['MX', 'US']",en,Climax,"This series follows former party girl Alma who, after surviving a near-fatal car accident, finds herself with an unexpected ability: every time she sleeps with someone, she sees a vision of how and when that person is going to die. When she realizes that a one-night stand has only a few days left to live, Alma must decide how far she will go to save his life and how to handle her new, life-changing ability.",0.0214,,"[{'id': 210099, 'logo_path': '/g5oRCNCi8kNVb8gEoSoIcqkhjmR.png', 'name': 'Amazon MGM Studios', 'origin_country': 'US'}, {'id': 196729, 'logo_path': '/1TENbycPTrTDYwXnuFerFm73r8f.png', 'name': 'Gato Grande Productions', 'origin_country': 'MX'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]","[{'air_date': None, 'episode_count': 1, 'id': 451028, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",In Production,,Scripted,0,0
FALSE,,[],[],,[],,50154,FALSE,[],,,Watar Mashdod,,[],0,0,[],en,Watar Mashdod,,0.0143,,[],[],[],[],Ended,,Scripted,0,0
FALSE,,[],[90],1955-10-06,"[{'id': 18, 'name': 'Drama'}]",,26093,TRUE,['en'],1958-11-04,"{'id': 5930331, 'name': 'The Man Who Caught Bullets', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '1958-11-04', 'episode_number': 3, 'episode_type': 'standard', 'production_code': '', 'runtime': 45, 'season_number': 4, 'show_id': 26093, 'still_path': None}",First Performance,,"[{'id': 23, 'logo_path': '/zjgqkIvBURbwoHbHhmnzaTFyZgR.png', 'name': 'CBC Television', 'origin_country': 'CA'}]",15,4,['CA'],en,First Performance,First Performance is a Canadian dramatic television series which aired on CBC Television from 1956 to 1958.,0.7042,,"[{'id': 12113, 'logo_path': '/lwnLVleFG0sRAYBq5IObgN30r9F.png', 'name': 'CBC', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]","[{'air_date': '1955-10-06', 'episode_count': 4, 'id': 36561, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}, {'air_date': '1956-10-03', 'episode_count': 4, 'id': 36562, 'name': 'Season 2', 'overview': '', 'poster_path': None, 'season_number': 2, 'vote_average': 0.0}, {'air_date': '1957-10-03', 'episode_count': 4, 'id': 36563, 'name': 'Season 3', 'overview': '', 'poster_path': None, 'season_number': 3, 'vote_average': 0.0}, {'air_date': '1958-10-07', 'episode_count': 3, 'id': 439227, 'name': 'Season 4', 'overview': '', 'poster_path': None, 'season_number': 4, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Returning Series,,Scripted,0,0
FALSE,/zVQdow3Mg0OWHjbaI7844ROxd95.jpg,[],[90],2022-04-15,"[{'id': 10764, 'name': 'Reality'}, {'id': 10767, 'name': 'Talk'}]",,205625,FALSE,['ko'],2022-07-15,"{'id': 6640076, 'name': 'Episode 12', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2022-07-15', 'episode_number': 12, 'episode_type': 'finale', 'production_code': '', 'runtime': 96, 'season_number': 1, 'show_id': 205625, 'still_path': None}",유명가수전-배틀어게인 (Duplicated),,"[{'id': 885, 'logo_path': '/44I4aVlasm8Blb8WPGXTkMYuZJF.png', 'name': 'JTBC', 'origin_country': 'KR'}]",12,1,['KR'],ko,유명가수전-배틀어게인 (Duplicated),,0.8616,/bHgifkvHTkHr77i3iEuS8eZ8W60.jpg,"[{'id': 197903, 'logo_path': '/r5YVaCDyGlWRl6inlk0Xzp86ocu.png', 'name': 'Studio Slam', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]","[{'air_date': '2022-04-15', 'episode_count': 12, 'id': 300169, 'name': 'Season 1', 'overview': '', 'poster_path': '/cGgX4za8VydsOz9v7l0Oq3aDLw4.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Ended,,Scripted,0,0
FALSE,/gwBempIY20E03dKlw4POGWjJ5lr.jpg,[],[],2014-01-01,"[{'id': 18, 'name': 'Drama'}]",,96784,FALSE,['zh'],2014-03-02,"{'id': 2365700, 'name': 'Episode 44', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2014-03-02', 'episode_number': 44, 'episode_type': 'finale', 'production_code': '', 'runtime': 45, 'season_number': 1, 'show_id': 96784, 'still_path': None}",一代枭雄,,"[{'id': 1304, 'logo_path': '/qWtHcKTKgBRs8Jn14ZT0NDUYoTB.png', 'name': 'LeTV', 'origin_country': 'CN'}, {'id': 2007, 'logo_path': '/6Lfll43wYG2eyereOBjpYFRSGs4.png', 'name': 'Tencent Video', 'origin_country': 'CN'}]",44,1,['CN'],zh,一代枭雄,"In 1920s China, He Futang returns home to find his father murdered by a ruthless warlord and landlord. Determined to avenge him, Futang infiltrates their circle, rising to power in a violent, chaotic era. Caught between shifting alliances, betrayal, and a forbidden love, he must navigate a dangerous path to survive and seek justice.",4.072,/jJfbSpCUtyze1kflBRwBsqWYh6u.jpg,[],"[{'iso_3166_1': 'CN', 'name': 'China'}]","[{'air_date': '2014-01-01', 'episode_count': 44, 'id': 138917, 'name': 'Season 1', 'overview': '', 'poster_path': '/yroydYnA4h3Y5LX9M5SBBK9ob5d.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Ended,,Scripted,0,0
FALSE,,[],[],,[],,43283,FALSE,[],,,The Pebbles and Bamm-Bamm Show,,[],0,0,[],en,The Pebbles and Bamm-Bamm Show,,0.0071,,[],[],[],[],Ended,,Scripted,0,0
FALSE,,[],[],,[],,41231,FALSE,[],,,Casa Pierpiero,,[],0,0,['IT'],en,Casa Pierpiero,"Casa Pierpiero is an Italian television sitcom airing on Disney Channel Italy. A spin-off of Quelli dell'Intervallo Cafe, the series follows young Pierpiero, a rich boy who falls in love with a goth girl.",0,,[],[],[],[],Ended,,Scripted,0,0
FALSE,,[],[22],2001-06-20,"[{'id': 10764, 'name': 'Reality'}, {'id': 35, 'name': 'Comedy'}]",,15044,FALSE,[],2001-07-18,"{'id': 533627, 'name': 'Show #106', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2001-07-18', 'episode_number': 6, 'episode_type': 'finale', 'production_code': '', 'runtime': 22, 'season_number': 1, 'show_id': 15044, 'still_path': None}",You Don't Know Jack,,"[{'id': 2, 'logo_path': '/2uy2ZWcplrSObIyt4x0Y9rkG6qO.png', 'name': 'ABC', 'origin_country': 'US'}]",6,1,['US'],en,You Don't Know Jack,"You Don't Know Jack was a short-lived game show based on the bestselling computer game series of the same name that aired on ABC in the summer of 2001. Paul Reubens, best known for his role as Pee-wee Herman on Pee-wee's Playhouse, played host Troy Stevens. Tom Gottlieb reprised his role as Cookie Masterson, who was the announcer. The show lasted only six episodes, and was replaced by The Wayne Brady Show.",0.6788,,"[{'id': 3215, 'logo_path': '/1eDyeAkLR41PjyharYL7V3dcuiG.png', 'name': 'Carsey-Werner Company', 'origin_country': 'US'}, {'id': 21219, 'logo_path': None, 'name': 'Panamort Television', 'origin_country': ''}]",[],"[{'air_date': '2001-06-20', 'episode_count': 6, 'id': 26636, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]",[],Ended,,Reality,9,1
FALSE,,[],[],2018-03-12,"[{'id': 18, 'name': 'Drama'}]",,78304,TRUE,['ru'],2018-03-12,"{'id': 1460326, 'name': 'Episode 16', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2018-03-12', 'episode_number': 16, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 78304, 'still_path': None}",Осколки,,[],16,1,[],ru,Осколки,"В семье известного бизнесмена Олега Прокопьева скандал: младшая дочь Варвара не является родной ни ему, ни его жене Анне. Выясняется, что медсестра в роддоме перепутала детей, чьи фамилии отличались всего на одну букву: одновременно с Варварой Прокопьевой на свет появилась Александра Прокофьева. Спустя 15 лет правда открывается, и судьба сталкивает Олега с Марией, матерью Александры. Перед обеими семьями встает вопрос — как быть дальше? Героям придется пройти через множество испытаний, выбирая между долгом и тем, что велит сердце, сталкиваясь с трудностями и неожиданностями, переживая возвращение старых проблем и справляясь с некстати разгорающимися чувствами.",0.3326,/bU5qG3RIx9zPjnR7YufawGvu7i1.jpg,[],[],"[{'air_date': '2018-03-12', 'episode_count': 16, 'id': 101349, 'name': 'Season 1', 'overview': '', 'poster_path': '/bU5qG3RIx9zPjnR7YufawGvu7i1.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Returning Series,,Scripted,0,0
FALSE,/nZg221nxGX1GEgCIIKD1GICuwww.jpg,"[{'id': 2425092, 'credit_id': '619ec0605e120000244c88cf', 'name': 'Scott Townend', 'original_name': 'Scott Townend', 'gender': 0, 'profile_path': None}, {'id': 1193895, 'credit_id': '619ec05766362700627b861a', 'name': 'Andrew Phung', 'original_name': 'Andrew Phung', 'gender': 2, 'profile_path': '/ijuQR0DaWP3lUR62CELA1wvYxuX.jpg'}]",[22],2022-01-05,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",https://gem.cbc.ca/media/run-the-burbs,139474,FALSE,['en'],2024-04-02,"{'id': 5221311, 'name': 'Summer Phorecast', 'overview': ""Andrew's summer camp project takes a hit when he trusts the wrong mentor, while Camille's cookbook soars."", 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2024-04-02', 'episode_number': 13, 'episode_type': 'finale', 'production_code': '', 'runtime': 22, 'season_number': 3, 'show_id': 139474, 'still_path': '/Asaphv9EfV7cftysXLAL6P6adJ5.jpg'}",Run the Burbs,,"[{'id': 23, 'logo_path': '/zjgqkIvBURbwoHbHhmnzaTFyZgR.png', 'name': 'CBC Television', 'origin_country': 'CA'}]",38,3,['CA'],en,Run the Burbs,"Follow the Phams, a young, bold Vietnamese-South Asian-Canadian family taking a different approach to living life to the fullest, while changing the way we think about contemporary family values and life in the burbs.",2.0286,/zlTjFXy58sOrXsVB0M5SWgYsQ8D.jpg,"[{'id': 121978, 'logo_path': '/tHOIncDto8BoG6kS39QLSHT3r4p.png', 'name': 'Pier 21 Films', 'origin_country': 'CA'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'air_date': '2022-01-04', 'episode_count': 12, 'id': 220903, 'name': 'Season 1', 'overview': 'Run the Burbs follows the Phams, a young, bold Vietnamese-South Asian-Canadian family taking a different approach to living life to the fullest, while changing the way we think about contemporary family values and life in the burbs.', 'poster_path': '/idjlm5eEFyG5jkUoSWUCX541m6I.jpg', 'season_number': 1, 'vote_average': 0.0}, {'air_date': '2023-01-04', 'episode_count': 13, 'id': 318168, 'name': 'Season 2', 'overview': 'Run the Burbs Season 2 dives back in with the Phams as they continue to live their best life in the burbs, pursue their dreams, and support their family and neighbours through thick and thin.', 'poster_path': '/jeauXpxWJ3yVPeozRbjsu7g67cb.jpg', 'season_number': 2, 'vote_average': 8.0}, {'air_date': '2024-01-08', 'episode_count': 13, 'id': 369595, 'name': 'Season 3', 'overview': 'Season Three of Run The Burbs continues the adventures of the Phams, who are balancing new careers, relationships, and a new housemate, with Camille’s dad Ramesh moving into the basement.', 'poster_path': '/zlTjFXy58sOrXsVB0M5SWgYsQ8D.jpg', 'season_number': 3, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Canceled,,Scripted,6.2,15
FALSE,/zSpDBdF1wMRwdmBBCbskXgDJQrx.jpg,[],[],2020-06-01,[],,204339,TRUE,[],2020-08-17,"{'id': 4131384, 'name': 'Episode 12', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2020-08-17', 'episode_number': 12, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 204339, 'still_path': None}",Uomini di pietra,,[],12,1,['IT'],it,Uomini di pietra,,0.0193,/oXDvxpIDqBeQKlKqOjKQwVMukHq.jpg,[],[],"[{'air_date': '2020-06-01', 'episode_count': 12, 'id': 297887, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]",[],Returning Series,,Scripted,0,0
FALSE,/4zh4BxuIbvEBIOMSZJD2wxo4QHT.jpg,[],[25],2007-01-06,"[{'id': 10765, 'name': 'Sci-Fi & Fantasy'}, {'id': 10759, 'name': 'Action & Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,3240,FALSE,['ja'],2008-03-29,"{'id': 2937651, 'name': 'Deltora Forever', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2008-03-29', 'episode_number': 65, 'episode_type': 'finale', 'production_code': '', 'runtime': 25, 'season_number': 1, 'show_id': 3240, 'still_path': None}",Deltora Quest,,"[{'id': 98, 'logo_path': '/jnuO8pZNEBLEq5YaOP1f5OkmG91.png', 'name': 'TV Tokyo', 'origin_country': 'JP'}]",65,1,['JP'],ja,デルトラ・クエスト,"The evil Shadow Lord has taken control of the kingdom of Deltora and has driven the land and its people into misfortune and suffering. Lief, the son of a blacksmith, has just turned sixteen and is entrusted, along with his two companions Barda and Jasmine, with an important mission: to retrieve the stolen seven magical stones that once reunited within the Belt of Deltora, will bring power to the true heir of Deltora and give him the power to free the kingdom from the tyranny of the Shadow Lord. There is just one problem; the seven stones have been scattered all across Deltora and currently reside in the hands of seven wicked men who are not easily willing to give them up.",4.967,/yNPeSzSAitFBNae4KkZnLX94CKV.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]","[{'air_date': '2007-01-06', 'episode_count': 65, 'id': 106142, 'name': 'Season 1', 'overview': '', 'poster_path': '/qrUEul9ruJat63k6trbev2EKv4Q.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Ended,,Scripted,8.2,8
FALSE,/avJxHYMkAOVcU1BAd9tYKoYDJz.jpg,[],[],2024-07-08,"[{'id': 99, 'name': 'Documentary'}]",,258972,TRUE,"['nl', 'en']",2024-07-22,"{'id': 5471200, 'name': 'De omweg', 'overview': 'What makes Dutch breakers so good and what motivates them? Can b-girl India from Team-NL be the first to qualify directly? And will Menno manage to live up to all expectations?', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2024-07-22', 'episode_number': 3, 'episode_type': 'standard', 'production_code': '', 'runtime': 30, 'season_number': 1, 'show_id': 258972, 'still_path': '/znyzQlk5rTHjscJIAAlIt9Wt84c.jpg'}",De Battle naar Parijs,,[],3,1,['NL'],nl,De Battle naar Parijs,"The street dance 'breaking', which originated in the 1970s, is becoming an Olympic sport for the first time. The Dutch breakers are among the top in the world. Can they qualify for the Olympic Games in Paris? And can breaking maintain its bravado in the strictly defined world of top sport?",0.2277,/aY4H2UEwBAPCIhSCOFnKjmJxVpB.jpg,"[{'id': 229631, 'logo_path': None, 'name': 'Omroep ZWART', 'origin_country': ''}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]","[{'air_date': '2024-07-08', 'episode_count': 3, 'id': 401835, 'name': 'Season 1', 'overview': ""The street dance 'breaking', which originated in the 1970s, is becoming an Olympic sport for the first time. The Dutch breakers are among the top in the world. Can they qualify for the Olympic Games in Paris? And can breaking maintain its bravado in the strictly defined world of top sport?"", 'poster_path': '/aY4H2UEwBAPCIhSCOFnKjmJxVpB.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Returning Series,,Documentary,0,0
